id	priority	title	location	message
feat-5c6a2b2afe5d	P0	Missing folder state transitions	syncthing-rs/src/folder_core.rs:933-965	Go sets state to `FolderScanWaiting` (line 472), then `FolderScanning` (line 510), and defers `FolderIdle` (line 473). Rust performs no state transitions at all, so any component or UI that observes folder state will never see scanning activity and may make incorrect scheduling decisions.
feat-5c6a2b2afe5d	P1	Missing batch flush between phases	syncthing-rs/src/folder_core.rs:942-960	Go creates a `scanBatch` (line 513) and explicitly flushes it after Phase 1 (line 540) and after Phase 2 (line 565), ensuring database writes from changed-and-new detection are persisted before deleted-and-ignored detection runs. Rust has no visible batch or flush, risking Phase 2 operating on stale data or accumulated writes being lost on early return.
feat-5c6a2b2afe5d	P1	Missing empty-subDirs normalization between phases	syncthing-rs/src/folder_core.rs:952	Go lines 545-549 check after Phase 1 whether `subDirs` is empty and, if so, reset it to `[""]` so Phase 2 traverses the entire folder tree. Rust passes the same `normalized` slice to both phases unchanged, so a full-folder scan may cause Phase 2 to skip traversal entirely if `normalized` is empty.
feat-5c6a2b2afe5d	P1	Phase 2 missing cfiler and alreadyUsedOrExisting	syncthing-rs/src/folder_core.rs:952	Go Phase 1 (line 531) returns a `cfiler` and `alreadyUsedOrExisting` set that are passed into Phase 2 (line 556) to coordinate which files have already been processed and to provide current-file information. Rust Phase 2 receives neither, so it cannot distinguish already-processed files from truly deleted ones, risking false deletion detection.
feat-5c6a2b2afe5d	P1	Missing ScanCompleted call	syncthing-rs/src/folder_core.rs:965	Go calls `f.ScanCompleted()` (line 570) on the success path, which typically updates sequence numbers and notifies watchers. Rust never calls any equivalent, so downstream components waiting on scan completion will not be notified.
feat-5c6a2b2afe5d	P2	Missing IO limiter acquisition	syncthing-rs/src/folder_core.rs:933-965	Go acquires an IO limiter permit with context cancellation (lines 475-478), bounding concurrent disk IO across folders. Rust has no rate-limiting, allowing unbounded concurrent scans that may saturate disk IO.
feat-5c6a2b2afe5d	P2	Missing setError(nil) on healthy start	syncthing-rs/src/folder_core.rs:938	Go line 459 calls `f.setError(ctx, nil)` after a successful health check to clear any previously recorded folder error. Rust does not clear prior errors, so a folder that recovers from a transient problem will continue to appear errored.
feat-5c6a2b2afe5d	P2	Missing clearScanErrors before scan	syncthing-rs/src/folder_core.rs:940	Go line 511 calls `f.clearScanErrors(subDirs)` to reset per-file scan errors for the directories about to be scanned. Rust has no equivalent, so stale scan errors from previous runs will persist and may mislead users or other components.
feat-48b281996811	P0	Error return dropped silently	syncthing-rs/src/folder_core.rs:1149	Go signature returns error and short-circuits before emitDiskChangeEvents when updateLocals fails (lib/model/folder.go:1321-1322), but the Rust function returns unit and on DB-persist failure (line 1181-1184) merely logs via newScanError then falls through to emitDiskChangeEvents (line 1190) and forcedRescanPaths removal (lines 1187-1189), so callers cannot detect the failure and disk-change events fire for data that was never persisted to the database.
feat-48b281996811	P1	Input type contract changed	syncthing-rs/src/folder_core.rs:1149	Go accepts []protocol.FileInfo (pre-built structured file metadata) and delegates directly to updateLocals, whereas Rust accepts &[String] (raw paths) and internally constructs file snapshots via build_local_file_snapshot with manual sequence numbering (lines 1150-1171), shifting metadata-construction responsibility into this function and changing the caller contract.
feat-48b281996811	P1	Event type argument missing	syncthing-rs/src/folder_core.rs:1190	Go passes two arguments to emitDiskChangeEvents: the file-info slice and events.LocalChangeDetected (lib/model/folder.go:1324), but the Rust call passes only the scanned slice with no event-type discriminator, risking the wrong event type being emitted or the LocalChangeDetected vs RemoteChangeDetected distinction being lost.
feat-48b281996811	P1	Events emitted for unfiltered input	syncthing-rs/src/folder_core.rs:1190	Rust calls emitDiskChangeEvents with the original unfiltered scanned slice, which includes paths that were skipped by should_skip_scan_path (line 1160) and paths whose build_local_file_snapshot failed (line 1170), whereas Go passes only the FileInfo objects that were successfully provided to updateLocals, so the Rust version can emit spurious change events for items never persisted.
feat-48b281996811	P2	Extra forcedRescanPaths removal	syncthing-rs/src/folder_core.rs:1187-1189	The Rust version unconditionally removes every scanned path from forcedRescanPaths, but the Go snippet contains no such logic in updateLocalsFromScanning; if this behavior was relocated from another call site it should be verified, otherwise it adds side effects absent from the Go function.
feat-5b37bb298002	P1	limit type signed-vs-unsigned	syncthing-rs/src/db.rs:160	Go declares `limit int` (signed, 64-bit on 64-bit platforms) which allows negative sentinel values (e.g., -1 commonly meaning "no limit") while Rust declares `limit: usize` (unsigned). Any Go caller passing a negative limit to signal unbounded iteration has no equivalent representation in the Rust port, silently changing semantics or causing a panic at the call site.
feat-5b37bb298002	P1	eager Vec vs lazy iterator	syncthing-rs/src/db.rs:161	Go returns `(iter.Seq[protocol.FileInfo], func() error)` — a lazy, streaming iterator that yields items on demand and defers error reporting until the caller invokes the error closure after partial or full consumption. Rust returns `Result<Vec<FileInfo>, String>`, which eagerly materializes the entire result set into memory before returning. This breaks streaming semantics, changes memory profile (directly relevant to the memory-cap-50mb parity test), and eliminates the ability to partially consume results before encountering an error.
feat-5b37bb298002	P2	deferred vs immediate error model	syncthing-rs/src/db.rs:161	Go's `func() error` return allows the caller to iterate over available results and then check for an error that occurred during iteration (partial success is observable). Rust's `Result<Vec<FileInfo>, String>` is all-or-nothing: callers receive either the complete set or an error, with no partial-result path. This is a missing behavior branch that affects crash-recovery and index-sequence-behavior scenarios where partial iteration followed by error inspection is meaningful.
feat-5b37bb298002	P2	device parameter type fidelity	syncthing-rs/src/db.rs:158	Go uses `protocol.DeviceID` (a structured type, typically a 32-byte array with specific binary encoding and validation) for the `device` parameter. Rust uses `&str`, a plain UTF-8 string with no structural validation. This loses type-level guarantees around device identity encoding and could cause wire/schema incompatibility if DeviceID's binary representation does not round-trip cleanly through a string encoding.
feat-637e54e9156c	P1	Override adds spurious pullScheduled side-effect	syncthing-rs/src/folder_core.rs:493	Go's `folder.Override()` (lib/model/folder.go:262) is an intentional no-op on the base `folder` type, serving as a default that concrete folder types (e.g. `sendReceiveFolder`) may override with real logic. The Rust port at folder_core.rs:493 unconditionally sets `self.pullScheduled = true`, introducing a pull-scheduling side-effect that does not exist in the Go base implementation. Any caller invoking `Override()` on a folder that should be a no-op will now erroneously schedule a pull, which can affect folder-type-behavior and global-need-decision parity tests.
feat-6a8bc7b0b6c5	P1	scanErrors field conflated with errorsMut mutex	syncthing-rs/src/folder_core.rs:667	In Go, `errorsMut` is a `sync.Mutex` protecting the `scanErrors` slice, and errors are appended to `f.scanErrors` (lib/model/folder.go:1268). In Rust, errors are pushed directly onto `self.errorsMut` (line 667), treating the mutex name as the error list. This means the Rust struct has no separate `scanErrors` collection; any code reading `scanErrors` elsewhere will not find accumulated errors, and the data model diverges from Go's two-field (mutex + slice) design.
feat-6a8bc7b0b6c5	P2	Missing warning log side effect	syncthing-rs/src/folder_core.rs:666-671	The Go method emits a structured warning log `f.sl.Warn("Failed to scan", slogutil.FilePath(path), slogutil.Error(err))` on every call (lib/model/folder.go:1267). The Rust implementation performs no logging at all. This removes an observable side effect that operators rely on for diagnosing scan failures and that parity tests under scenario/crash-recovery and scenario/folder-type-behavior may assert on.
feat-6a8bc7b0b6c5	P2	No concurrency guard around error list mutation	syncthing-rs/src/folder_core.rs:666	The Go method explicitly acquires `f.errorsMut.Lock()` before mutating and releases it after (lib/model/folder.go:1266,1272), protecting concurrent access from multiple goroutines. The Rust method takes `&mut self`, which provides compile-time single-owner exclusivity but does not enforce runtime mutual exclusion if the struct is wrapped in `Arc<RwLock<…>>` or similar shared-ownership container. If callers share this struct across async tasks or threads (as the Go code implies), the locking semantics must be enforced at the call site or via an interior-mutex wrapper; neither is visible here.
feat-6a8bc7b0b6c5	P3	Error parameter type narrows from error interface to bare string	syncthing-rs/src/folder_core.rs:666	The Go parameter `err error` is an interface; the method calls `err.Error()` to extract the string (lib/model/folder.go:1269). The Rust parameter is already `&str`, so the caller must pre-convert. This shifts responsibility and loses the ability to inspect the original error type inside `newScanError`, which could matter if future logic branches on error kind or wraps the error.
feat-347ca1ab0ad4	P1	Clone-vs-reference return semantics	syncthing-rs/src/bep_compat.rs:710	Go's GetFiles (bep.pb.go:861) returns the internal slice by reference, meaning callers share the same backing array and any mutation to elements or slice length is visible to the Index owner. The Rust port performs a full deep clone via `self.Files.clone()`, so callers receive an independent copy. Any Go call-site that appends to, truncates, or mutates elements of the returned slice to implicitly update the parent Index message will silently have no effect in the Rust port, breaking behavioral equivalence for scenarios such as crash-recovery and index-sequence-behavior that may rely on in-place mutation of file lists.
feat-347ca1ab0ad4	P2	Pointer indirection flattened to owned values	syncthing-rs/src/bep_compat.rs:709	Go returns `[]*FileInfo` (bep.pb.go:859) — a slice of pointers — so two Index messages can share the same FileInfo object by pointer, and identity/aliasing comparisons (`==` on pointer) are meaningful. The Rust signature returns `Vec<FileInfo>` (owned values), collapsing pointer identity into value semantics. Any protocol-state-transition or index-sequence-behavior scenario that relies on shared FileInfo references across multiple Index or IndexUpdate messages will diverge because the Rust side always produces distinct copies.
feat-347ca1ab0ad4	P3	Nil receiver guard absent	syncthing-rs/src/bep_compat.rs:709	Go's generated getter guards against a nil receiver (`if x != nil`, bep.pb.go:860) and returns nil, which is idiomatic in protobuf Go and exercised when an uninitialized or zeroed message pointer is accessed. The Rust method takes `&self` with no Option wrapper, so there is no equivalent code path that returns an empty/default value for a missing Index. If any translated call-site previously relied on nil-safe access (e.g., calling GetFiles on an Option-wrapped Index without unwrapping), it will panic at runtime rather than returning an empty Vec, which could surface under crash-recovery scenarios.
feat-5f8adcf77c68	P1	Lazy iterator replaced by eager Vec	syncthing-rs/src/db.rs:154	Go returns (iter.Seq[protocol.FileInfo], func() error) at interface.go:40, a lazy pull-based iterator with a deferred error callback that is invoked after iteration completes. Rust returns Result<Vec<FileInfo>, String> at db.rs:154, which forces eager collection of every matching file into memory before the caller sees any result. This breaks streaming semantics: Go callers can abort mid-iteration without materializing the full result set, whereas Rust always materializes it. This is a concrete behavioral divergence that will violate the scenario/memory-cap-50mb parity test for large folders and changes error-observation timing from deferred to upfront.
feat-5f8adcf77c68	P1	DeviceID typed parameter downgraded to plain string	syncthing-rs/src/db.rs:154	Go's device parameter is protocol.DeviceID, a [32]byte newtype with Luhn-based check-digit validation and a specific base32 wire encoding (see protocol.DeviceID). Rust accepts &str at db.rs:154, losing compile-time type safety and check-digit validation at the interface boundary. Any caller passing an un-validated or differently-encoded device string will silently produce wrong lookups or empty results instead of a type error, breaking wire/schema compatibility (Check 5).
feat-5f8adcf77c68	P2	Deferred error callback collapsed into Result	syncthing-rs/src/db.rs:154	Go's second return value func() error (interface.go:40) is called after the iterator is drained, reporting errors that occurred during iteration (e.g., corrupt key decoding mid-scan). Rust's Result<Vec<FileInfo>, String> conflates iteration errors with initialization errors and cannot represent partial success — if an error occurs after N items are decoded, Go surfaces those N items plus the error, while Rust surfaces only the error. This is a missing behavior path (Check 4) that affects crash-recovery and index-sequence-behavior scenarios.
feat-3375ae20bff6	P2	Nil-receiver guard absent	syncthing-rs/src/bep_compat.rs:303	The Go method (bep.pb.go:853-856) returns the zero value (empty string) when the receiver pointer is nil, providing safe default behavior for unset optional protobuf message fields. The Rust implementation takes `&self`, which structurally prevents nil calls but does not encode the nil-to-default-value fallback. If callers hold an `Option<Index>` (the Rust equivalent of a nil `*Index`), they must manually supply the empty-string default; this unguarded responsibility shift risks panics or incorrect behavior if callers unwrap without defaulting, and no documentation or wrapper enforces the contract.
feat-3375ae20bff6	P2	Visibility restricted to pub(crate)	syncthing-rs/src/bep_compat.rs:303	The Go getter `GetFolder` is an exported (uppercase, public) method available to any external package, consistent with protobuf-generated Go code conventions. The Rust port declares it `pub(crate)`, restricting access to the defining crate only. Any external crate consuming the `bep-compat` component that needs to call `GetFolder` on an `Index` value—as would be expected for protobuf message accessors—will fail to compile.
feat-67c9d53075f2	P0	Missing local-device IndexID auto-generation	syncthing-rs/src/db.rs:1114	The Go implementation at internal/db/sqlite/folderdb_indexid.go:31-56 checks whether the caller is the local device (protocol.LocalDeviceID) and, when no IndexID exists, auto-generates a new random IndexID via protocol.NewIndexID() (rand.Uint64()), persists it with an INSERT that seeds the sequence column to COALESCE(MAX(sequence),0), and returns the newly created ID. The Rust implementation unconditionally returns 0 via unwrap_or(&0) for any missing entry, never generating or persisting a new ID. This breaks the Syncthing index exchange protocol, which requires the local device to always have a valid non-zero IndexID; callers will receive 0 and treat the folder as never-indexed.
feat-67c9d53075f2	P1	Device parameter type loses validation and canonical form	syncthing-rs/src/db.rs:208	Go's GetIndexID accepts protocol.DeviceID, a [32]byte value type with a canonical String() representation (base32 + Luhn check digits + hyphen chunking) used for SQL lookups at internal/db/sqlite/folderdb_indexid.go:27. The Rust signature accepts &str with no validation or normalization, so a non-canonical string (e.g., lowercase, missing check digits, different chunking) would silently produce a different BTreeMap key, causing lookups to miss entries that the Go implementation would find, and preventing the identity comparison with LocalDeviceID that gates auto-generation.
feat-65a5818ecae0	P0	Entire method body is unimplemented stub	syncthing-rs/src/folder_core.rs:974-997	The Rust function performs only a trivial filter of `forcedRescanPaths` by subdirectory coverage and returns a removal count. The Go function (lib/model/folder.go:786-921) drains deleted files from a streaming CFiler, checks each against ignore patterns, processes a multi-branch switch handling four distinct cases (already-ignored, newly-ignored with directory-delayed batching, newly-deleted with conflict version clearing, and deleted-receive-only-changed with global file lookup), issues batch updates/removes to the database, flushes the batch when full, and counts actual DB changes. None of this logic exists in the Rust port—no ignore matching, no SetDeleted/SetIgnored, no batch Update/Remove/FlushIfFull, no conflict version zeroing, no receive-only flag clearing, and no global file lookup.
feat-65a5818ecae0	P0	Missing critical parameters and dependencies	syncthing-rs/src/folder_core.rs:974	The Go signature accepts `ctx context.Context`, `batch *scanBatch`, `cfiler *streamingCFiler`, and `alreadyUsedOrExisting map[string]struct{}` (lib/model/folder.go:776). The Rust function takes only `subdirs: &[String]`, so it has no access to a cancellation context, no scan batch for DB writes, no streaming CFiler to drain deleted files from, and no set of already-processed names to skip. Without these, the core scan-phase-2 workflow cannot be performed.
feat-65a5818ecae0	P0	Empty-subdirs early return inverts Go behavior	syncthing-rs/src/folder_core.rs:975-978	When `subdirs` is empty the Rust function clears `forcedRescanPaths` and returns `Ok(0)`, skipping all processing. In Go (lib/model/folder.go:792), the subdir filter is only applied when `len(subDirs) > 0 && subDirs[0] != ""`; when subdirs is empty or the first element is the empty string, all deleted files are processed without any prefix filter. The Rust behavior therefore suppresses the entire scan for the "full scan" case.
feat-65a5818ecae0	P1	Subdirectory prefix matching semantics differ	syncthing-rs/src/folder_core.rs:986	The Rust code requires an exact match (`pending == sub`) or a `/`-delimited prefix (`pending.starts_with(&format!("{sub}/"))`). The Go code at lib/model/folder.go:795 uses `strings.HasPrefix(fi.Name, sub)` with no separator requirement, so a subdirectory `"foo"` in Go matches file `"foobar"` while in Rust it does not. This changes which files are included in the scan scope.
feat-65a5818ecae0	P1	Return value semantic mismatch	syncthing-rs/src/folder_core.rs:990-996	The Rust function returns a count of entries removed from `forcedRescanPaths`, while the Go function (lib/model/folder.go:948) returns the number of actual database changes (batch updates and removes) made during deleted/ignored file processing. Callers relying on the change count to decide whether to commit or announce changes will receive a meaningless value from the Rust port.
feat-5fe7c2c71ed7	P0	Global-winner algorithm uses sequence not version-vectors	syncthing-rs/src/db.rs:1351	Go pre-computes the global winner during updates in recalcGlobalForFile (folderdb_update.go:388-397) using fileRow.Compare (folderdb_update.go:473-511) which ranks candidates by version-vector comparison (Equal/Greater/Lesser/ConcurrentGreater/ConcurrentLesser), then invalid-flag status, then device-index for ties, and modified-time for concurrent conflicts. Rust prefer_global (db.rs:1351-1362) instead ranks candidates by highest sequence number, then non-deleted over deleted, then most-recent modified_ns, then lexicographic path. Because version vectors are not consulted, two devices with concurrent but different version vectors will select a different global winner in Rust vs Go, breaking semantic equivalence of get_global_file for any multi-device folder with conflicts.
feat-5fe7c2c71ed7	P1	Missing Unicode NFC normalization of file path	syncthing-rs/src/db.rs:690	Go GetGlobalFile calls osutil.NormalizedFilename(file) at folderdb_global.go:23 which applies NFC normalization (and on Windows also slash conversion) before looking up the file. Rust get_global_file at db.rs:688-690 passes the file argument directly to global_winner_for_path with no normalization. Any non-NFC-encoded filename (common on macOS which stores NFD) will fail to match stored entries in Rust while succeeding in Go.
feat-5fe7c2c71ed7	P1	All-ignored entries return None instead of fallback winner	syncthing-rs/src/db.rs:489	Go recalcGlobalForFile at folderdb_update.go:393-397 explicitly handles the case where all file entries across devices are invalid: it falls back to selecting the first entry after sorting (globIdx = 0), always producing a valid global FileInfo. Rust global_winner_for_path at db.rs:489-491 unconditionally skips entries where meta.ignored is true and returns Ok(None) at line 504 if no non-ignored candidate remains. When every device entry for a file is ignored, Go returns (FileInfo, true, nil) while Rust returns Ok(None), a semantic divergence observable in the global-need-decision and index-sequence-behavior parity tests.
feat-6f3cfcdb177d	P0	Missing updateBatch flush callback	syncthing-rs/src/folder_core.rs:660-663	The Go implementation at folder.go:587-594 initializes `updateBatch` with a `NewFileInfoBatch` callback that (a) checks folder health via `getHealthErrorWithoutIgnores()`, returning an error and logging if unhealthy, and (b) calls `updateLocalsFromScanning(fs)` to persist scanned file metadata. The Rust implementation uses `..Default::default()` and never sets up any equivalent callback or flush function. This means scanned file updates will never be applied to local state, and mid-scan health checks are entirely absent, breaking core scan semantics.
feat-6f3cfcdb177d	P1	Folder reference downgraded to bare string ID	syncthing-rs/src/folder_core.rs:661	Go stores a full folder reference (`f: f` at folder.go:584) in the `scanBatch`, giving the batch's callback access to methods like `getHealthErrorWithoutIgnores()` and `updateLocalsFromScanning()`. Rust stores only `self.config.id.clone()`, a plain string. Even if the missing callback were later added, the batch would lack the object reference needed to invoke health checks or persist scan results, requiring an architectural change to restore parity.
feat-6f3cfcdb177d	P2	toRemove not pre-allocated to maxToRemove capacity	syncthing-rs/src/folder_core.rs:662	Go explicitly pre-allocates `toRemove` with `make([]string, 0, maxToRemove)` at folder.go:585, reserving capacity to avoid repeated allocations during scanning. The Rust side relies on `Default::default()`, which typically yields a zero-capacity `Vec`. While not a correctness bug, this diverges from the Go behavior under memory-cap-50mb test scenarios where allocation patterns matter, and could cause excess reallocations during large scans.
feat-54fc8c4ae0a5	P0	Revert body replaces doInSync(revert) with flag-setting	syncthing-rs/src/folder_core.rs:499-502	The Go method delegates to doInSync(f.revert), which acquires synchronization, executes the real revert logic (the f.revert method containing file-set reversion, index update, and completion tracking), and then releases synchronization. The Rust implementation instead only sets two boolean scheduling flags (scanScheduled and pullScheduled) without invoking any revert logic or synchronization wrapper, meaning the actual folder reversion (reverting the file set to the global state, sending index updates, etc.) never occurs. This is a complete behavioral mismatch, not a stub or partial implementation, because the flags it sets are unrelated to the revert operation's contract.
feat-54fc8c4ae0a5	P1	Missing doInSync synchronization wrapper	syncthing-rs/src/folder_core.rs:499	The Go Revert method wraps its work inside doInSync, which serializes folder operations (typically acquiring a mutex, checking folder state, deferring state restoration, and running the callback). The Rust version takes only &mut self with no equivalent serialization guard, so concurrent callers could observe or mutate inconsistent folder state if this method is ever invoked outside an already-held exclusive lock, violating the synchronization contract of the Go original.
feat-834a85f77d86	P0	Signature arity mismatch: Rust adds device parameter	syncthing-rs/src/model_core.rs:418	Go `ConnectionStats()` accepts no arguments and returns aggregate stats for all connections as `map[string]interface{}`. The Rust port adds a `device: &str` parameter and performs a single-key lookup via `self.connections.get(device)`, changing the method from a bulk-query over all connections to a single-device lookup. Any caller expecting the full map of all connection statistics will receive only one entry (or None), breaking API parity and every consumer that iterates the returned map.
feat-834a85f77d86	P0	Return type mismatch: single Option vs full map	syncthing-rs/src/model_core.rs:418	Go returns `map[string]interface{}`, a heterogeneous map of every connected device's stats keyed by device identifier string. Rust returns `Option<ConnectionStats>`, a typed single-device result. This loses the ability to enumerate all connections in one call, changes the error representation (missing device yields `None` instead of an absent map key), and replaces the loosely-typed `interface{}` values with a concrete `ConnectionStats` struct, which may omit dynamic keys that the Go side inserts into the map at runtime.
feat-834a85f77d86	P1	Visibility restricts public interface method to crate-internal	syncthing-rs/src/model_core.rs:418	Go declares `ConnectionStats` on the exported `Model` interface, making it part of the public API surface. The Rust port marks it `pub(crate)`, preventing external crates (including the daemon API layer and any test harness outside the crate) from calling it, which will break the `scenario/daemon-api-surface` parity test.
feat-64a410fa1be9	P2	device param type mismatch	syncthing-rs/src/db.rs:197	Go `GetDeviceSequence` accepts `device protocol.DeviceID` (a strongly-typed 32-byte identifier with defined marshalling, comparison, and validation semantics), but the Rust `get_device_sequence` accepts `device: &str`, a plain string with no compile-time type safety. Other methods in the same Rust trait (e.g. `list_devices_for_folder` at line 199, `remote_sequences` at line 200) correctly use the `DeviceId` type for device identifiers. This inconsistency means callers can pass arbitrary strings without validation, and if the underlying implementation constructs database keys from the device value, a string-encoded device ID may produce different key bytes than the Go binary `DeviceID` representation, causing lookup misses or data isolation failures across the two implementations.
feat-44b57231bd5e	P0	Wrong data source for sequences	syncthing-rs/src/db.rs:1033	Go queries the `indexids` table (`SELECT d.device_id, i.sequence FROM indexids i INNER JOIN devices d ...` at folderdb_indexid.go:117-120) to return per-device index-acknowledged sequence numbers. Rust instead scans every file record in the folder via `store.for_each_file_in_folder` and computes `max(file.sequence)` per device. These are semantically different values: `indexids.sequence` is an explicitly stored index-level sequence that may lag behind or differ from the maximum file-level sequence, especially after partial updates, crash recovery, or when index IDs are set independently of file ingestion. This will cause divergent results in scenario/crash-recovery and scenario/index-sequence-behavior tests.
feat-44b57231bd5e	P1	Local device not excluded	syncthing-rs/src/db.rs:1033	Go's SQL includes the filter `WHERE i.device_idx != {{.LocalDeviceIdx}}` (folderdb_indexid.go:119), ensuring the local device is excluded from the returned map. The Rust implementation iterates all devices in the folder store (store.rs:362 `for (device, path_store) in device_store`) without any filter, so the local device's max sequence is included in the returned BTreeMap. Callers such as folder_summary that display remote-only device sequences will show an extra spurious entry for the local device.
feat-7239b98a92db	P1	Return type breaks reflection contract	syncthing-rs/src/bep_compat.rs:35	Go returns `protoreflect.Message`, a full reflection handle exposing field descriptors, presence checks, dynamic get/set, and the parent `MessageDescriptor`. Rust returns `Value` (a serialized data snapshot) which provides none of these capabilities. Any consumer that calls `ProtoReflect()` to walk field descriptors, check field presence, or round-trip through the protobuf reflection API will get a type mismatch or missing functionality. This breaks wire/schema compatibility for any code path that relies on descriptor-driven serialization or dynamic field access.
feat-7239b98a92db	P2	Nil-receiver branch absent	syncthing-rs/src/bep_compat.rs:35	Go lines 462-469 handle a nil receiver: when `x == nil`, the method returns `mi.MessageOf(x)`, yielding a valid type-level reflection message that carries the `MessageDescriptor` without instance data. This is used by protobuf internals and user code to obtain type metadata from a nil typed pointer (e.g., `(*ClusterConfig)(nil).ProtoReflect().Descriptor()`). The Rust signature `&self` makes this path unreachable; there is no equivalent way to obtain the message descriptor without a live instance, so any Go call site that invokes `ProtoReflect` on a nil pointer to extract type-level metadata has no Rust counterpart.
feat-722588d75244	P1	Eager Vec replaces lazy iterator, breaks streaming semantics	syncthing-rs/src/db.rs:167	Go returns `(iter.Seq[protocol.FileInfo], func() error)` — a lazy, pull-based iterator that yields one FileInfo at a time without materializing the full result set, plus a deferred error callback checked after iteration. Rust returns `Result<Vec<FileInfo>, String>`, eagerly collecting every matching file into memory before returning. This eliminates streaming capability, changes memory profile from O(1) to O(n) in the number of matching files, and will violate the `scenario/memory-cap-50mb` parity test for large prefix matches. It also collapses the two-phase error model: in Go a caller can receive partial results and then discover an I/O error via the close function, whereas in Rust partial results are impossible — the call either fully succeeds or fully fails.
feat-722588d75244	P2	Device parameter loses DeviceID type safety	syncthing-rs/src/db.rs:165	Go declares the device parameter as `protocol.DeviceID`, a strongly-typed 32-byte identifier with its own marshaling, validation, and `String()` representation. Rust accepts a plain `&str`, deferring all validation to the implementation and permitting malformed device identifiers to reach the storage layer. Other methods in the same Rust trait (e.g. `list_devices_for_folder` at line 199) already use `DeviceId` as a return type, so the input parameter should also use `DeviceId` (or `&DeviceId`) for consistency and to prevent encoding mismatches on the key path.
feat-722588d75244	P2	Error type downgraded from interface to String	syncthing-rs/src/db.rs:167	Go's `func() error` returns a value satisfying the `error` interface, which in practice carries structured context (e.g., `*os.PathError`, wrapped sentinel errors queryable with `errors.Is`/`errors.As`). Rust uses `String`, which discards error classification and makes it impossible for callers to programmatically distinguish I/O errors from not-found or corruption errors — a behavioral difference relevant to the `scenario/crash-recovery` and `scenario/wal-free-durability` tests that may need to branch on error kind.
feat-43a42b165b98	P1	Return type mismatch: EnumDescriptor vs &str	syncthing-rs/src/bep_compat.rs:27	The Go method returns a protoreflect.EnumDescriptor (bep.pb.go:70), a rich interface that exposes the full protobuf enum schema including value enumeration, options, full qualified name, parent file descriptor, and source-location metadata. The Rust port returns &'static str (bep_compat.rs:27), a plain string that cannot satisfy any reflection query against the descriptor. Any downstream code that calls Descriptor() to introspect enum values, check deprecation flags, resolve source info, or walk the descriptor tree will silently receive a degraded result, breaking wire-schema introspection parity and potentially failing the protocol-state-transition and index-sequence-behavior scenarios that depend on descriptor-driven dispatch.
feat-43a42b165b98	P2	Receiver semantics divergence: enum-level vs instance-level	syncthing-rs/src/bep_compat.rs:27	The Go Descriptor is defined on the enum type itself (func (MessageType) Descriptor(), bep.pb.go:70) with a value receiver, meaning it does not use the receiver value and always returns the single canonical descriptor for the enum type. The Rust version takes &self (bep_compat.rs:27) and passes $name into a helper, making the return value potentially vary per-instance depending on how the macro is instantiated. If the descriptor() helper is keyed on a per-variant name rather than the enum-level type name, different enum variants could return different descriptor strings, which is incorrect — Go always returns the same file_bep_bep_proto_enumTypes[0] descriptor regardless of variant.
feat-43a42b165b98	P2	delegate target opacity: file-registered descriptor vs freestanding helper	syncthing-rs/src/bep_compat.rs:28	Go's implementation delegates to file_bep_bep_proto_enumTypes[0].Descriptor() (bep.pb.go:71), which is a file-level registry entry populated at init time from the raw proto file descriptor bytes, guaranteeing the returned descriptor is identical to the schema embedded in the binary. The Rust version calls descriptor($name) (bep_compat.rs:28) whose provenance is unverified in this snippet; if descriptor() constructs or looks up metadata by string name rather than from the compiled proto file descriptor, the result can drift from the canonical schema, causing crash-recovery and memory-cap-50mb scenarios to observe inconsistent metadata.
feat-90fbf7f225fe	P1	device param type mismatch	syncthing-rs/src/db.rs:188	Go `DropDevice` accepts `protocol.DeviceID`, a structured validated type (typically a fixed-size byte array with Luhn-check encoding), but Rust `drop_device` accepts `&str`. The Rust codebase already defines a `DeviceId` type (used in return positions at lines 199 and 200), yet the input parameter here is a bare string. This breaks type-level validation: callers can pass malformed or empty strings that Go would reject at compile time, and key-encoding in the storage layer may silently produce wrong keys if the string is not in the canonical DeviceID format.
feat-8613abc9d7df	P2	Missing nil-receiver guard	syncthing-rs/src/bep_compat.rs:237	The Go method (bep.pb.go:612) contains an explicit nil-receiver check that returns the zero value `false` when `x` is nil, which is idiomatic for protobuf-generated Go getters and is relied upon by callers that may hold a nil `*ClusterConfig`. The Rust implementation takes `&self`, which cannot be called on a None value, but provides no companion free-function or `Option`-aware wrapper that replicates the nil-returns-false semantics. If any call site in the ported code holds an `Option<ClusterConfig>` and unconditionally invokes `GetSecondary` (mirroring Go's nil-safe call pattern), it will panic or fail to compile rather than silently returning `false`, diverging from the Go behavior.
feat-825f59a8950f	P1	Struct receiver mismatch	internal/gen/bep/bep.pb.go:749	The mapping declares the Go symbol as `FileDownloadProgressUpdate.GetName` but the Go source at line 749 defines the method on `*Device`, not `*FileDownloadProgressUpdate`. If the Rust implementation at syncthing-rs/src/bep_compat.rs:289 is attached to a `FileDownloadProgressUpdate` struct rather than a `Device` struct, the getter is bound to the wrong protobuf message type, which will cause field misrouting and wire-level incompatibility when serializing or accessing the `Name` field across these distinct message types.
